Sexo;Grupo quinquenal de edad;País de nacimiento;Nacionalidad;País destino;Periodo;Total
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2020S1;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2019S2;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2019S1;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2018S2;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2018S1;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2017S2;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2017S1;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2016S2;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2016S1;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2015S2;""
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2015S1;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2014S2;""
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2014S1;""
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2013S2;""
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2013S1;""
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2012S2;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2012S1;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2011S2;""
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2011S1;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2010S2;1
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2010S1;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2009S2;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2009S1;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2008S2;1
Ambos sexos;De 30 a 34 años;España;Total;Guinea;2008S1;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2021S1;2
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2020S2;0
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2020S1;3
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2019S2;4
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2019S1;2
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2018S2;8
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2018S1;5
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2017S2;7
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2017S1;9
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2016S2;7
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2016S1;13
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2015S2;7
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2015S1;5
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2014S2;18
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2014S1;10
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2013S2;23
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2013S1;16
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2012S2;13
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2012S1;23
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2011S2;10
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2011S1;18
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2010S2;10
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2010S1;7
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2009S2;12
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2009S1;11
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2008S2;15
Ambos sexos;De 30 a 34 años;España;Total;Guinea Ecuatorial;2008S1;4
Ambos sexos;De 30 a 34 años;España;Total;Mali;2021S1;2
Ambos sexos;De 30 a 34 años;España;Total;Mali;2020S2;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2020S1;1
Ambos sexos;De 30 a 34 años;España;Total;Mali;2019S2;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2019S1;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2018S2;1
Ambos sexos;De 30 a 34 años;España;Total;Mali;2018S1;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2017S2;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2017S1;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2016S2;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2016S1;1
Ambos sexos;De 30 a 34 años;España;Total;Mali;2015S2;2
Ambos sexos;De 30 a 34 años;España;Total;Mali;2015S1;1
Ambos sexos;De 30 a 34 años;España;Total;Mali;2014S2;1
Ambos sexos;De 30 a 34 años;España;Total;Mali;2014S1;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2013S2;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2013S1;""
Ambos sexos;De 30 a 34 años;España;Total;Mali;2012S2;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2012S1;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2011S2;1
Ambos sexos;De 30 a 34 años;España;Total;Mali;2011S1;4
Ambos sexos;De 30 a 34 años;España;Total;Mali;2010S2;2
Ambos sexos;De 30 a 34 años;España;Total;Mali;2010S1;""
Ambos sexos;De 30 a 34 años;España;Total;Mali;2009S2;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2009S1;""
Ambos sexos;De 30 a 34 años;España;Total;Mali;2008S2;0
Ambos sexos;De 30 a 34 años;España;Total;Mali;2008S1;""
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2021S1;6
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2020S2;9
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2020S1;7
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2019S2;14
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2019S1;12
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2018S2;17
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2018S1;16
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2017S2;14
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2017S1;13
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2016S2;14
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2016S1;6
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2015S2;10
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2015S1;8
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2014S2;7
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2014S1;18
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2013S2;10
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2013S1;13
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2012S2;29
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2012S1;21
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2011S2;45
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2011S1;39
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2010S2;23
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2010S1;31
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2009S2;31
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2009S1;31
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2008S2;23
Ambos sexos;De 30 a 34 años;España;Total;Marruecos;2008S1;25
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2021S1;0
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2020S2;0
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2020S1;0
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2019S2;1
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2019S1;1
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2018S2;0
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2018S1;0
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2017S2;1
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2017S1;1
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2016S2;1
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2016S1;0
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2015S2;2
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2015S1;0
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2014S2;1
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2014S1;1
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2013S2;2
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2013S1;""
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2012S2;4
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2012S1;0
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2011S2;2
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2011S1;3
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2010S2;0
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2010S1;1
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2009S2;2
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2009S1;1
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2008S2;1
Ambos sexos;De 30 a 34 años;España;Total;Mauritania;2008S1;4
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2021S1;1
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2020S2;0
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2020S1;1
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2019S2;1
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2019S1;2
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2018S2;2
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2018S1;0
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2017S2;1
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2017S1;0
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2016S2;0
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2016S1;2
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2015S2;5
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2015S1;2
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2014S2;1
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2014S1;0
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2013S2;2
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2013S1;3
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2012S2;1
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2012S1;1
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2011S2;0
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2011S1;3
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2010S2;2
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2010S1;2
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2009S2;2
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2009S1;10
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2008S2;0
Ambos sexos;De 30 a 34 años;España;Total;Nigeria;2008S1;1
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2021S1;2
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2020S2;3
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2020S1;3
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2019S2;3
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2019S1;1
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2018S2;0
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2018S1;1
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2017S2;1
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2017S1;3
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2016S2;1
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2016S1;2
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2015S2;""
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2015S1;2
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2014S2;1
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2014S1;0
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2013S2;0
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2013S1;2
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2012S2;3
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2012S1;1
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2011S2;6
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2011S1;6
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2010S2;4
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2010S1;4
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2009S2;0
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2009S1;3
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2008S2;4
Ambos sexos;De 30 a 34 años;España;Total;Senegal;2008S1;5
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2021S1;17
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2020S2;10
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2020S1;14
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2019S2;17
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2019S1;20
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2018S2;20
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2018S1;12
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2017S2;11
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2017S1;20
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2016S2;25
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2016S1;30
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2015S2;24
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2015S1;40
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2014S2;39
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2014S1;27
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2013S2;41
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2013S1;44
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2012S2;33
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2012S1;31
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2011S2;48
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2011S1;42
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2010S2;32
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2010S1;40
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2009S2;33
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2009S1;48
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2008S2;31
Ambos sexos;De 30 a 34 años;España;Total;Otro país de África;2008S1;55
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2021S1;358
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2020S2;289
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2020S1;424
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2019S2;464
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2019S1;372
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2018S2;402
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2018S1;436
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2017S2;476
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2017S1;455
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2016S2;513
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2016S1;707
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2015S2;665
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2015S1;719
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2014S2;496
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2014S1;440
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2013S2;380
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2013S1;396
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2012S2;392
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2012S1;359
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2011S2;518
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2011S1;470
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2010S2;323
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2010S1;351
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2009S2;312
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2009S1;372
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2008S2;340
Ambos sexos;De 30 a 34 años;España;Total;América del Norte;2008S1;393
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2021S1;255
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2020S2;234
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2020S1;296
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2019S2;341
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2019S1;258
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2018S2;270
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2018S1;305
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2017S2;309
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2017S1;312
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2016S2;358
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2016S1;445
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2015S2;427
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2015S1;498
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2014S2;387
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2014S1;379
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2013S2;317
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2013S1;318
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2012S2;295
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2012S1;270
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2011S2;399
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2011S1;361
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2010S2;282
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2010S1;274
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2009S2;264
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2009S1;281
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2008S2;277
Ambos sexos;De 30 a 34 años;España;Total;Estados Unidos de América;2008S1;315
Ambos sexos;De 30 a 34 años;España;Total;México;2021S1;40
Ambos sexos;De 30 a 34 años;España;Total;México;2020S2;33
Ambos sexos;De 30 a 34 años;España;Total;México;2020S1;85
Ambos sexos;De 30 a 34 años;España;Total;México;2019S2;78
Ambos sexos;De 30 a 34 años;España;Total;México;2019S1;74
Ambos sexos;De 30 a 34 años;España;Total;México;2018S2;99
Ambos sexos;De 30 a 34 años;España;Total;México;2018S1;83
Ambos sexos;De 30 a 34 años;España;Total;México;2017S2;127
Ambos sexos;De 30 a 34 años;España;Total;México;2017S1;107
Ambos sexos;De 30 a 34 años;España;Total;México;2016S2;107
Ambos sexos;De 30 a 34 años;España;Total;México;2016S1;189
Ambos sexos;De 30 a 34 años;España;Total;México;2015S2;168
Ambos sexos;De 30 a 34 años;España;Total;México;2015S1;182
Ambos sexos;De 30 a 34 años;España;Total;México;2014S2;57
Ambos sexos;De 30 a 34 años;España;Total;México;2014S1;22
Ambos sexos;De 30 a 34 años;España;Total;México;2013S2;13
Ambos sexos;De 30 a 34 años;España;Total;México;2013S1;29
Ambos sexos;De 30 a 34 años;España;Total;México;2012S2;33
Ambos sexos;De 30 a 34 años;España;Total;México;2012S1;40
Ambos sexos;De 30 a 34 años;España;Total;México;2011S2;49
Ambos sexos;De 30 a 34 años;España;Total;México;2011S1;65
Ambos sexos;De 30 a 34 años;España;Total;México;2010S2;18
Ambos sexos;De 30 a 34 años;España;Total;México;2010S1;49
Ambos sexos;De 30 a 34 años;España;Total;México;2009S2;31
Ambos sexos;De 30 a 34 años;España;Total;México;2009S1;67
Ambos sexos;De 30 a 34 años;España;Total;México;2008S2;52
Ambos sexos;De 30 a 34 años;España;Total;México;2008S1;58
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2021S1;63
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2020S2;22
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2020S1;43
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2019S2;45
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2019S1;40
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2018S2;33
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2018S1;48
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2017S2;40
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2017S1;36
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2016S2;48
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2016S1;73
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2015S2;70
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2015S1;40
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2014S2;52
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2014S1;39
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2013S2;50
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2013S1;50
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2012S2;64
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2012S1;48
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2011S2;69
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2011S1;44
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2010S2;23
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2010S1;27
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2009S2;17
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2009S1;25
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2008S2;11
Ambos sexos;De 30 a 34 años;España;Total;Canadá;2008S1;20
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2021S1;32
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2020S2;13
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2020S1;52
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2019S2;67
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2019S1;51
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2018S2;57
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2018S1;63
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2017S2;61
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2017S1;57
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2016S2;48
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2016S1;96
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2015S2;55
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2015S1;86
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2014S2;57
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2014S1;68
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2013S2;60
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2013S1;74
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2012S2;54
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2012S1;49
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2011S2;58
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2011S1;50
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2010S2;35
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2010S1;43
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2009S2;41
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2009S1;51
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2008S2;39
Ambos sexos;De 30 a 34 años;España;Total;Centro América y Caribe;2008S1;79
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2021S1;0
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2020S2;1
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2020S1;2
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2019S2;3
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2019S1;5
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2018S2;2
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2018S1;4
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2017S2;0
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2017S1;3
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2016S2;2
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2016S1;12
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2015S2;6
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2015S1;1
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2014S2;""
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2014S1;2
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2013S2;5
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2013S1;5
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2012S2;2
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2012S1;6
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2011S2;7
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2011S1;1
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2010S2;3
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2010S1;6
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2009S2;1
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2009S1;5
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2008S2;2
Ambos sexos;De 30 a 34 años;España;Total;Cuba;2008S1;10
Ambos sexos;De 30 a 34 años;España;Total;Honduras;2021S1;0
Ambos sexos;De 30 a 34 años;España;Total;Honduras;2020S2;1
Ambos sexos;De 30 a 34 años;España;Total;Honduras;2020S1;3
Ambos sexos;De 30 a 34 años;España;Total;Honduras;2019S2;2
Ambos sexos;De 30 a 34 años;España;Total;Honduras;2019S1;1
Ambos sexos;De 30 a 34 años;España;Total;Honduras;2018S2;3
Ambos sexos;De 30 a 34 años;España;Total;Honduras;2018S1;1
Ambos sexos;De 30 a 34 años;España;Total;Honduras;2017S2;1
