"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2010","2010",215.4,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2011","2011",216,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2012","2012",214.7,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2013","2013",214.3,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2014","2014",215.1,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2015","2015",210.9,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2016","2016",208.3,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2017","2017",202.5,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2018","2018",197.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2019","2019",193.3,"D; P","Difference in methodology; Provisional value"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2020","2020",190.2,"D; P","Difference in methodology; Provisional value"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2001","2001",109.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2002","2002",113.8,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2003","2003",118.1,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2004","2004",115.2,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2005","2005",116.4,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2006","2006",109.8,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2007","2007",116.3,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2008","2008",118.2,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2009","2009",92.4,"B; D","Break; Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2010","2010",98,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2011","2011",102.2,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2012","2012",105.5,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2013","2013",103.1,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2014","2014",106,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2015","2015",109.4,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2016","2016",111.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2017","2017",113.7,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2018","2018",115.4,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2019","2019",109.3,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2000","2000",161.5,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2001","2001",171.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2002","2002",182.4,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2003","2003",191.5,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2004","2004",196.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2005","2005",204.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2006","2006",212.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2007","2007",221.5,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2008","2008",226.3,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2009","2009",230.4,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2010","2010",230.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2011","2011",233.7,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2012","2012",233.6,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2013","2013",235.4,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2014","2014",237.4,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2015","2015",239.6,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2016","2016",241.5,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2017","2017",243.1,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2018","2018",242.6,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2019","2019",251.6,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2020","2020",256.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2000","2000",189.9,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2001","2001",198.8,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2002","2002",202.5,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2003","2003",196.8,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2004","2004",209.5,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2005","2005",219.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2006","2006",230.4,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2007","2007",253.2,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2008","2008",265.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2009","2009",272.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2010","2010",277.4,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2011","2011",277.2,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2012","2012",292.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2013","2013",299.3,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2014","2014",306.3,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2015","2015",312.2,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2016","2016",317.1,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2017","2017",321.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2018","2018",326.9,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2019","2019",344.2,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2020","2020",351.9,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2000","2000",105.1,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2001","2001",112.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2002","2002",122.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2003","2003",123.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2004","2004",146,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2005","2005",148.4,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2006","2006",131.5,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2007","2007",142.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2008","2008",152.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2009","2009",162.1,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2010","2010",163.6,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2011","2011",165.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2012","2012",160.3,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2013","2013",185.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2014","2014",196.4,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2015","2015",204.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2016","2016",163.8,"B","Break"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2017","2017",163.4,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2018","2018",168.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2019","2019",194.3,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2004","2004",167.1,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2005","2005",171.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2006","2006",183.5,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2007","2007",196,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2008","2008",207.2,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2009","2009",216.8,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2010","2010",226.2,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2011","2011",232.5,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2012","2012",231.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2013","2013",234.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2014","2014",254.7,"B; D","Break; Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2015","2015",269.5,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2016","2016",269.7,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2017","2017",274.9,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2018","2018",300.2,"B","Break"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2019","2019",309.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2020","2020",318.1,"P","Provisional value"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2000","2000",198.6,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2001","2001",210.4,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2002","2002",217.6,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2003","2003",231.7,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2004","2004",237.5,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2005","2005",243.1,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2006","2006",250.5,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2007","2007",257,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2008","2008",263.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2009","2009",263.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2010","2010",269.5,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2011","2011",276.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2012","2012",279.6,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2013","2013",286.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2014","2014",287.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2015","2015",293.7,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2016","2016",299,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2017","2017",304.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2018","2018",303.1,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2019","2019",314.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2020","2020",323.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2008","2008",58.9,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2009","2009",62.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2010","2010",68.9,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2011","2011",77.1,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2012","2012",79.1,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2013","2013",79.3,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2014","2014",86.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2015","2015",91.2,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2016","2016",93.8,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2017","2017",98.4,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2018","2018",101.1,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Turkey","2019","2019",101.5,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2007","2007",128.9,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2008","2008",135.4,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2009","2009",143.5,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2010","2010",152.4,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2011","2011",159.6,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2012","2012",166.7,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2013","2013",186.6,"B; D","Break; Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2014","2014",194.4,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2015","2015",201.7,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2016","2016",208.1,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2017","2017",216.9,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2011","2011",89.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2012","2012",123.6,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2013","2013",126.1,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2014","2014",123.5,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2015","2015",136.4,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2016","2016",120,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2017","2017",111.7,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2018","2018",112.4,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2019","2019",146.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2020","2020",196,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2000","2000",72.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2001","2001",61.6,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2002","2002",60.7,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2003","2003",61.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2004","2004",68.3,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2005","2005",71.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2006","2006",80,"B","Break"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2007","2007",86,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2008","2008",87.4,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2009","2009",85.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2010","2010",86.1,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2011","2011",91.6,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2012","2012",99.1,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2013","2013",103.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2014","2014",108.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2015","2015",113.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2016","2016",117.9,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2017","2017",123.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2018","2018",127.8,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2019","2019",134.2,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2020","2020",142.3,,
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2012","2012",90.9,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2014","2014",121.7,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2015","2015",125.3,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2016","2016",131.9,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2017","2017",139,"D","Difference in methodology"
"PHARCNSY","N-Nervous system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2018","2018",143.2,"D","Difference in methodology"
